OID,FID_1,OBJECTID,CrashSever,CollisionT,Weather,Light,RoadSurfac,TrafficCon,City,Year,Fatality,Injury,X,Y,FULLNAME
181,355,2356,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,2014,0,1,-88.24690247,40.12720108,Co Rd 1700 N
182,370,2371,A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2014,0,3,-88.21949768,40.12739944,Co Rd 1700 N
183,393,2394,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2014,0,2,-88.19940186,40.12739944,Co Rd 1700 N
184,407,2408,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Urbana,2014,0,2,-88.19940186,40.12739944,Co Rd 1700 N
185,480,2481,A-Injury,Overturned,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2015,0,2,-88.21949768,40.12739944,Co Rd 1700 N
186,503,2504,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,2015,0,1,-88.22429657,40.12739944,Co Rd 1700 N
187,509,2510,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.229599,40.12730026,Co Rd 1700 N
188,517,2518,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,1,-88.24359894,40.12720108,Co Rd 1700 N
189,540,2541,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,1,-88.24359894,40.12720108,Co Rd 1700 N
190,567,2568,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.26029968,40.12720108,Co Rd 1700 N
191,585,2586,A-Injury,Fixed object,Cloudy/Overcast,Daylight,Dry,No Controls,Unincorporated,2015,0,1,-88.34459686,40.12779999,Co Rd 1700 N
192,587,2588,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.27719879,40.12739944,Co Rd 1700 N
193,1260,661,A-Injury,Turning,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2005,0,2,-88.23880005,40.12720108,Co Rd 1700 N
194,1332,733,A-Injury,Fixed object,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,1,-88.24520111,40.12720108,Co Rd 1700 N
195,1334,735,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2005,0,2,-88.27680206,40.12739944,Co Rd 1700 N
196,1335,736,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.25789642,40.12720108,Co Rd 1700 N
197,1336,737,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2005,0,2,-88.27729797,40.12739944,Co Rd 1700 N
198,1339,740,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2005,0,2,-88.25150299,40.12720108,Co Rd 1700 N
199,1340,741,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2005,0,8,-88.27069855,40.12730026,Co Rd 1700 N
200,1343,744,A-Injury,Other object,Clear,Darkness,Dry,No Controls,Urbana,2005,0,1,-88.207901,40.12749863,Co Rd 1700 N
201,1419,820,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2006,0,2,-88.36969757,40.12760162,Co Rd 1700 N
202,1455,856,A-Injury,Angle,Clear,Daylight,Wet,Traffic Signal,Urbana,2006,0,1,-88.19940186,40.12739944,Co Rd 1700 N
203,1547,948,A-Injury,Rear end,Clear,Dusk,Dry,No Controls,Champaign,2006,0,1,-88.2410965,40.12720108,Co Rd 1700 N
204,1549,950,A-Injury,Rear end,Clear,Daylight,Wet,Police/Flagman,Champaign,2006,0,1,-88.26869965,40.12730026,Co Rd 1700 N
205,1550,951,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.26519775,40.12730026,Co Rd 1700 N
206,1552,953,A-Injury,Turning,Clear,Daylight,Dry,No Passing,Champaign,2006,0,1,-88.24120331,40.12720108,Co Rd 1700 N
207,1555,956,A-Injury,Sideswipe opposite direction,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2006,0,1,-88.26239777,40.12730026,Co Rd 1700 N
208,1558,959,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.21990204,40.12739944,Co Rd 1700 N
209,1559,960,A-Injury,Sideswipe opposite direction,Other,Daylight,Dry,No Controls,Unincorporated,2006,0,1,-88.20480347,40.12739944,Co Rd 1700 N
210,1597,998,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2007,0,1,-88.34100342,40.12779999,Co Rd 1700 N
211,1662,1063,A-Injury,Unknown,Rain,Darkness,Wet,No Controls,Unincorporated,2007,0,1,-88.20570374,40.12749863,Co Rd 1700 N
212,1682,1083,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2007,0,2,-88.27700043,40.12739944,Co Rd 1700 N
213,1689,1090,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24520111,40.12720108,Co Rd 1700 N
214,1708,1109,A-Injury,Rear end,Rain,Daylight,Wet,No Controls,Champaign,2007,0,1,-88.26709747,40.12730026,Co Rd 1700 N
215,1722,1123,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.27700043,40.12739944,Co Rd 1700 N
216,1724,1125,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Champaign,2007,0,1,-88.27739716,40.12739944,Co Rd 1700 N
217,1725,1126,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2007,0,2,-88.26889801,40.12730026,Co Rd 1700 N
218,1745,1146,A-Injury,Unknown,Clear,Daylight,Dry,No Controls,Champaign,2007,0,1,-88.26889801,40.12730026,Co Rd 1700 N
219,1770,1171,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2007,0,2,-88.22429657,40.12739944,Co Rd 1700 N
220,1797,1198,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2008,0,2,-88.25319672,40.12720108,Co Rd 1700 N
221,1856,1257,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Urbana,2008,0,1,-88.18779755,40.12749863,Co Rd 1700 N
222,1920,1321,A-Injury,Turning,Rain,Daylight,Wet,No Controls,Champaign,2008,0,2,-88.25019836,40.12720108,Co Rd 1700 N
223,1980,1381,A-Injury,Angle,Clear,Daylight,Ice,Stop Sign/Flasher,Unincorporated,2008,0,3,-88.36969757,40.12760162,Co Rd 1700 N
224,2036,1437,A-Injury,Head on,Rain,Daylight,Wet,No Controls,Champaign,2009,0,2,-88.30039978,40.12770081,Co Rd 1700 N
225,2043,1444,A-Injury,Turning,Rain,Daylight,Wet,No Controls,Champaign,2009,0,1,-88.26740265,40.12730026,Co Rd 1700 N
226,2053,1454,A-Injury,Fixed object,Clear,Dusk,Wet,No Controls,Urbana,2009,0,2,-88.18900299,40.12749863,Co Rd 1700 N
227,2059,1460,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2009,0,1,-88.21949768,40.12739944,Co Rd 1700 N
228,2086,1487,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2009,0,1,-88.2385025,40.12720108,Co Rd 1700 N
229,2152,1553,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,2,-88.30809784,40.12770081,Co Rd 1700 N
230,2168,1569,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,1,-88.24359894,40.12720108,Co Rd 1700 N
231,2175,1576,A-Injury,Turning,Clear,Daylight,Dry,Other Regualtory Sign,Urbana,2009,0,1,-88.20220184,40.12739944,Co Rd 1700 N
232,2224,1625,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2010,0,2,-88.26699829,40.12730026,Co Rd 1700 N
233,2241,1642,A-Injury,Angle,Rain,Daylight,Wet,No Controls,Unincorporated,2010,0,2,-88.21630096,40.12879944,Co Rd 1700 N
234,2281,1682,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2010,0,2,-88.19940186,40.12739944,Co Rd 1700 N
235,2305,1706,A-Injury,Turning,Clear,Dusk,Dry,Stop Sign/Flasher,Urbana,2010,0,1,-88.22760009999999,40.12730026,Co Rd 1700 N
236,2314,1715,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2010,0,1,-88.28690338,40.12749863,Co Rd 1700 N
237,2354,1755,A-Injury,Other non collision,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2010,0,1,-88.26519775,40.12730026,Co Rd 1700 N
238,19,2020,A-Injury,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,2012,0,1,-88.17350006,40.10580063,Co Rd 1550 N
239,504,2505,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2015,0,1,-88.21600342,40.10549927,Co Rd 1550 N
240,1263,664,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2005,0,1,-88.19460297,40.10570145,Co Rd 1550 N
241,1280,681,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2005,0,1,-88.16269684,40.10589981,Co Rd 1550 N
242,1359,760,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2005,0,1,-88.19570159999999,40.10570145,Co Rd 1550 N
243,1779,1180,A-Injury,Rear end,Clear,Dawn,Dry,No Controls,Urbana,2007,0,3,-88.167099,40.10589981,Co Rd 1550 N
244,2066,1467,A-Injury,Fixed object,Clear,"Darkness, lighted road",Wet,No Controls,Urbana,2009,0,1,-88.19259644,40.10570145,Co Rd 1550 N
245,2077,1478,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2009,0,1,-88.38410187,40.14220047,Co Rd 1800 N
246,2227,1628,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2010,0,2,-88.31420135,40.14210129,Co Rd 1800 N
247,302,2303,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2014,0,3,-88.07369995,40.3125,Co Rd 3000 N
248,597,2598,A-Injury,Fixed object,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2015,0,1,-88.10559845,40.31230164,Co Rd 3000 N
249,602,3,A-Injury,Overturned,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2003,0,1,-87.98639679,40.31309891,Co Rd 3000 N
250,642,43,A-Injury,Rear end,Clear,Darkness,Dry,No Controls,Unincorporated,2002,0,2,-88.06500244,40.31259918,Co Rd 3000 N
251,666,67,A-Injury,Fixed object,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2003,0,2,-88.07810211,40.3125,Co Rd 3000 N
252,680,81,A-Injury,Head on,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2003,0,2,-87.9835968,40.31309891,Co Rd 3000 N
253,727,128,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2002,0,2,-88.03919983,40.31269836,Co Rd 3000 N
254,739,140,A-Injury,Rear end,Clear,Daylight,Dry,No Passing,Unincorporated,2002,0,2,-88.03980255,40.31269836,Co Rd 3000 N
255,770,171,A-Injury,Angle,Clear,Daylight,Ice,Stop Sign/Flasher,Unincorporated,2002,0,2,-88.05889893,40.31259918,Co Rd 3000 N
256,978,379,A-Injury,Turning,Clear,Dawn,Dry,Lane Use Marking,Unincorporated,2000,0,2,-88.09739685,40.31240082,Co Rd 3000 N
257,1062,463,A-Injury,Turning,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,1999,0,3,-88.09690094,40.31240082,Co Rd 3000 N
258,1093,494,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,2,-88.06140137,40.31259918,Co Rd 3000 N
259,1094,495,A-Injury,Head on,Snow,Daylight,Ice,Lane Use Marking,Unincorporated,2004,0,2,-88.06040192,40.31259918,Co Rd 3000 N
260,1095,496,A-Injury,Overturned,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2004,0,1,-88.0503006,40.31269836,Co Rd 3000 N
261,2285,1686,A-Injury,Rear end,Fog/Smoke/Haze,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,8,-87.95870209,40.313201899999996,Co Rd 3000 N
262,1396,797,A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2006,0,1,-88.28919983,40.24560165,Co Rd 2550 N
263,2192,1593,A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2009,0,4,-88.15570068,40.38529968,Co Rd 3500 N
264,104,2105,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2012,0,5,-88.14510345,40.34130096,Co Rd 3200 N
265,141,2142,A-Injury,Fixed object,Clear,Dawn,Dry,Stop Sign/Flasher,Unincorporated,2012,0,1,-88.21559906,40.3409996,Co Rd 3200 N
266,1180,581,A-Injury,Rear end,Clear,Daylight,Dry,No Passing,Unincorporated,2005,0,3,-88.29309845,39.91559982,Co Rd 250 N
267,1918,1319,A-Injury,Overturned,Clear,Daylight,Dry,Other Warning Sign,Unincorporated,2008,0,1,-88.43740082,39.89390182,Co Rd 100 N
268,2038,1439,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2009,0,2,-88.24240112,39.99580002,Co Rd 800 N
269,91,2092,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,2,-88.40730286,40.08420181,Co Rd 1400 N
270,2114,1515,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2009,0,1,-88.40730286,40.08420181,Co Rd 1400 N
271,7,2008,A-Injury,Fixed object,Clear,Daylight,Dry,Other Regualtory Sign,Unincorporated,2012,0,1,-88.0089035,40.03499985,Co Rd 1050 N
272,6,2007,A-Injury,Other non collision,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,-88.207901,39.90850067,Co Rd 200 N
273,234,2235,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2013,0,2,-88.21710205,39.90840149,Co Rd 200 N
274,679,80,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2003,0,1,-88.01899719,39.90859985,Co Rd 200 N
275,765,166,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2002,0,2,-88.16059875,39.90909958,Co Rd 200 N
276,1119,520,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,6,-88.16059875,39.90909958,Co Rd 200 N
277,1654,1055,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2007,0,2,-88.08499908,39.9090004,Co Rd 200 N
278,1664,1065,A-Injury,Fixed object,Clear,Darkness,Wet,No Passing,Broadlands,2007,0,1,-88.00260162,39.90819931,Co Rd 200 N
279,2149,1550,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2009,0,3,-88.21730042,39.90840149,Co Rd 200 N
280,2250,1651,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2010,0,4,-88.00959778,39.90850067,Co Rd 200 N
281,127,2128,A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2012,0,1,-88.16179657,40.05479813,Co Rd 1200 N
282,275,2276,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2013,0,1,-88.32440186,40.05509949,Co Rd 1200 N
283,440,2441,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Savoy,2014,0,1,-88.25140381,40.05450058,Co Rd 1200 N
284,444,2445,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Savoy,2014,0,2,-88.25140381,40.05450058,Co Rd 1200 N
285,445,2446,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Unincorporated,2014,0,1,-88.16179657,40.05479813,Co Rd 1200 N
286,1375,776,A-Injury,Sideswipe opposite direction,Clear,Darkness,Dry,No Controls,Savoy,2006,0,2,-88.25939941,40.05459976,Co Rd 1200 N
287,1378,779,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Savoy,2006,0,2,-88.25140381,40.05450058,Co Rd 1200 N
288,1382,783,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Savoy,2006,0,3,-88.25140381,40.05450058,Co Rd 1200 N
289,1907,1308,A-Injury,Head on,Clear,Daylight,Dry,Traffic Signal,Savoy,2008,0,1,-88.25140381,40.05450058,Co Rd 1200 N
290,1958,1359,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Savoy,2008,0,2,-88.25140381,40.05450058,Co Rd 1200 N
291,2279,1680,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2010,0,1,-88.14399719,40.05490112,Co Rd 1200 N
292,11,2012,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,-88.29519653,40.08390045,Co Rd 1400 N
293,148,2149,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.29000092,40.08390045,Co Rd 1400 N
294,280,2281,A-Injury,Pedalcyclist,Rain,Darkness,Wet,No Controls,Champaign,2013,0,1,-88.29640198,40.08399963,Co Rd 1400 N
295,511,2512,A-Injury,Rear end,Rain,Dusk,Wet,No Controls,Champaign,2015,0,1,-88.24960327,40.08359909,Co Rd 1400 N
296,1368,769,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.28179932,40.08380127,Co Rd 1400 N
297,1369,770,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.28959656,40.08390045,Co Rd 1400 N
298,1586,987,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.33149719,40.08420181,Co Rd 1400 N
299,1627,1028,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2007,0,1,-88.27600098,40.08369827,Co Rd 1400 N
300,1710,1111,A-Injury,Rear end,Clear,"Darkness, lighted road",Ice,No Controls,Champaign,2007,0,2,-88.26619720000001,40.08369827,Co Rd 1400 N
301,2000,1401,A-Injury,Angle,Clear,Daylight,Snow or slush,Stop Sign/Flasher,Champaign,2009,0,2,-88.28769684,40.08380127,Co Rd 1400 N
302,2246,1647,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2010,0,2,-88.27449799,40.08369827,Co Rd 1400 N
303,2277,1678,A-Injury,Fixed object,Clear,Daylight,Dry,Traffic Signal,Champaign,2010,0,2,-88.25820159999999,40.08359909,Co Rd 1400 N
304,425,2426,A-Injury,Fixed object,Clear,Darkness,Dry,Other Warning Sign,Unincorporated,2014,0,1,-88.07810211,40.23949814,Co Rd 2500 N
305,428,2429,A-Injury,Pedestrian,Fog/Smoke/Haze,Darkness,Ice,Other Warning Sign,Unincorporated,2014,0,1,-88.03359985,40.23960114,Co Rd 2500 N
306,1421,822,A-Injury,Head on,Clear,Daylight,Dry,No Controls,Unincorporated,2006,0,1,-88.06890106,40.23949814,Co Rd 2500 N
307,1619,1020,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2007,0,2,-88.17350006,40.23880005,Co Rd 2500 N
308,225,2226,A-Injury,Fixed object,Clear,Daylight,Other,No Controls,Unincorporated,2013,0,1,-88.31130219,39.93730164,Co Rd 400 N
309,648,49,A-Injury,Angle,Snow,Darkness,Ice,Stop Sign/Flasher,Unincorporated,2003,0,4,-88.18240356,40.15660095,Co Rd 1900 N
310,1393,794,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2006,0,1,-88.38459778,40.28160095,Co Rd 2800 N
311,1656,1057,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2007,0,2,-88.38459778,40.28160095,Co Rd 2800 N
312,421,2422,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2014,0,2,-88.10520172,40.16410065,Co Rd 1950 N
313,249,2250,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,No Controls,Unincorporated,2013,0,1,-88.18869781,40.01079941,Co Rd 900 N
314,623,24,A-Injury,Angle,Severe cross wind,Daylight,Ice,Stop Sign/Flasher,Unincorporated,2003,0,3,-88.25839996,40.01029968,Co Rd 900 N
315,934,335,A-Injury,Turning,Clear,Dusk,Wet,Yield,Unincorporated,2000,0,1,-88.25839996,40.01029968,Co Rd 900 N
316,1387,788,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Other Regualtory Sign,Philo,2006,0,1,-88.16139984,40.01110077,Co Rd 900 N
317,1412,813,A-Injury,Head on,Clear,Darkness,Dry,No Controls,Unincorporated,2006,0,1,-88.20400238,40.01070023,Co Rd 900 N
318,1815,1216,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2008,0,1,-88.17060089,40.01100159,Co Rd 900 N
319,1934,1335,A-Injury,Overturned,Rain,Daylight,Wet,No Controls,Unincorporated,2008,0,2,-88.23220062,40.01050186,Co Rd 900 N
320,261,2262,A-Injury,Parked motor vehicle,Clear,Daylight,Dry,No Controls,Urbana,2013,0,1,-88.20159912,40.11289978,Co Rd 1600 N
321,483,2484,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2015,0,2,-88.20500183,40.11249924,Co Rd 1600 N
322,1302,703,A-Injury,Rear end,Rain,Daylight,Wet,Traffic Signal,Urbana,2005,0,2,-88.2193985,40.1128006,Co Rd 1600 N
323,1530,931,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.18900299,40.11299896,Co Rd 1600 N
324,1532,933,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2006,0,3,-88.21600342,40.1128006,Co Rd 1600 N
325,1773,1174,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2007,0,2,-88.17839813,40.11299896,Co Rd 1600 N
326,2166,1567,A-Injury,Pedestrian,Rain,Daylight,Wet,No Controls,Urbana,2009,0,1,-88.20459747,40.11249924,Co Rd 1600 N
327,277,2278,A-Injury,Fixed object,Clear,Darkness,Wet,Other Warning Sign,Unincorporated,2013,0,1,-87.93609619,40.37820053,Co Rd 3500 N
328,1424,825,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2006,0,1,-88.0503006,40.38560104,Co Rd 3500 N
329,1620,1021,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2007,0,2,-88.04039764,40.38570023,Co Rd 3500 N
330,1965,1366,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2008,0,1,-88.06950378,40.38550186,Co Rd 3500 N
331,1253,654,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2005,0,1,-88.06099701,40.32720184,Co Rd 3100 N
332,1989,1390,A-Injury,Fixed object,Clear,Daylight,Ice,No Controls,Unincorporated,2008,0,1,-88.06459808,40.32720184,Co Rd 3100 N
333,1215,616,A-Injury,Rear end,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2005,0,3,-87.66590118,41.92520142,Co Rd 3600 N
334,1628,1029,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2007,0,3,-88.33869934,40.19680023,Co Rd 2175 N
335,1411,812,A-Injury,Fixed object,Clear,Unknown,Dry,Unknown,Unincorporated,2006,0,2,-88.41619873,39.95259857,Co Rd 500 N
336,1885,1286,A-Injury,Fixed object,Unknown,Unknown,Unknown,No Controls,Unincorporated,2008,0,1,-88.31060028,39.9518013,Co Rd 500 N
337,1244,645,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Unincorporated,2005,0,1,-88.08329773,39.93799973,Co Rd 400 N
338,956,357,A-Injury,Angle,Clear,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2000,0,2,-88.30650329999999,40.02539825,Co Rd 1000 N
339,1135,536,A-Injury,Head on,Snow,Daylight,Ice,No Controls,Unincorporated,2004,0,2,-88.30370331,40.02539825,Co Rd 1000 N
340,1413,814,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2006,0,2,-88.29450226,40.02529907,Co Rd 1000 N
341,1414,815,A-Injury,Overturned,Snow,Darkness,Ice,No Controls,Unincorporated,2006,0,1,-88.27100372,40.02489853,Co Rd 1000 N
342,1415,816,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2006,0,3,-88.29910278,40.02529907,Co Rd 1000 N
343,1600,1001,A-Injury,Overturned,Clear,Daylight,Ice,No Controls,Unincorporated,2007,0,1,-88.3463974,40.0257988,Co Rd 1000 N
344,1617,1018,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2007,0,1,-88.45819855,40.02550125,Co Rd 1000 N
345,1661,1062,A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2007,0,1,-88.31349945,40.02550125,Co Rd 1000 N
346,2064,1465,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2009,0,2,-88.27760315,40.02500153,Co Rd 1000 N
347,257,2258,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2013,0,1,-88.06770325,40.22480011,Co Rd 2400 N
348,501,2502,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2015,0,5,-88.11940002,40.22460175,Co Rd 2400 N
349,584,2585,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2015,0,1,-88.33599854,40.22340012,Co Rd 2400 N
350,1140,541,A-Injury,Angle,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2004,0,3,-88.20320129,40.22409821,Co Rd 2400 N
351,1250,651,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2005,0,4,-88.19550323,40.23839951,Co Rd 2500 N
352,1252,653,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2005,0,1,-88.22200012,40.23870087,Co Rd 2500 N
353,1657,1058,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2007,0,4,-88.21260071,40.23870087,Co Rd 2500 N
354,40,2041,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,1,-88.26309967,40.18569946,Co Rd 2100 N
355,75,2076,A-Injury,Fixed object,Clear,Daylight,Wet,No Controls,Unincorporated,2012,0,1,-88.25309753,40.18560028,Co Rd 2100 N
356,1249,650,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2005,0,2,-88.25839996,40.18569946,Co Rd 2100 N
357,2126,1527,A-Injury,Rear end,Rain,Daylight,Wet,No Controls,Unincorporated,2009,0,1,-88.27739716,40.18579865,Co Rd 2100 N
358,289,2290,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2013,0,1,-88.12049866,40.18600082,Co Rd 2100 N
359,500,2501,A-Injury,Turning,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2015,0,2,-88.04789734,40.18619919,Co Rd 2100 N
